Location,Sex,Incidence,Deaths,GDP_Per_Capita_2006,GDP_Per_Capita_2016,GDP_Per_Capita_Change,CPI_2006,CPI_2016,CPI_Change,PM2_5_2006,PM2_5_2016,PM2_5_Change,Population_2006,Population_2016,Population_Change
Russia,Female,0.163627708,0.085613106,6920.189,8704.898,0.257898881,67.39,162.601,1.412835732,19,16.22,-0.146315789,143049637,144342396,0.009037136
Russia,Both,-0.037608504,-0.063286146,6920.189,8704.898,0.257898881,67.39,162.601,1.412835732,19,16.22,-0.146315789,143049637,144342396,0.009037136
Rwanda,Male,0.526990098,0.563861284,368.249,748.504,1.03260294,70.498,135.435,0.92111833,42.69,42.84,0.003513703,9043337,11668818,0.290322145
Rwanda,Female,0.617274683,0.698257953,368.249,748.504,1.03260294,70.498,135.435,0.92111833,42.69,42.84,0.003513703,9043337,11668818,0.290322145
Rwanda,Both,0.564918111,0.618011271,368.249,748.504,1.03260294,70.498,135.435,0.92111833,42.69,42.84,0.003513703,9043337,11668818,0.290322145
Samoa,Male,0.100672282,0.123233617,2796.57,4109.165,0.469358893,79.232,109.801,0.385816337,14.21,11.37,-0.199859254,180876,194535,0.075515823
Samoa,Female,0.223147331,0.249798223,2796.57,4109.165,0.469358893,79.232,109.801,0.385816337,14.21,11.37,-0.199859254,180876,194535,0.075515823
Samoa,Both,0.13562381,0.160933108,2796.57,4109.165,0.469358893,79.232,109.801,0.385816337,14.21,11.37,-0.199859254,180876,194535,0.075515823
Saudi Arabia,Male,0.571262509,0.512023527,15384.74,19879.298,0.292143904,78.953,119.028,0.507580459,76.42,84.47,0.105338917,24498310,32442572,0.32427796
Saudi Arabia,Female,0.583774565,0.461211239,15384.74,19879.298,0.292143904,78.953,119.028,0.507580459,76.42,84.47,0.105338917,24498310,32442572,0.32427796
Saudi Arabia,Both,0.575229204,0.49556962,15384.74,19879.298,0.292143904,78.953,119.028,0.507580459,76.42,84.47,0.105338917,24498310,32442572,0.32427796
Senegal,Male,0.515980565,0.535076798,1040.904,1269.902,0.219999155,88.936,105.48,0.186021409,35.55,38.7,0.088607595,11382268,14993528,0.317270688
Senegal,Female,0.743065528,0.768585538,1040.904,1269.902,0.219999155,88.936,105.48,0.186021409,35.55,38.7,0.088607595,11382268,14993528,0.317270688
Senegal,Both,0.583813105,0.598094671,1040.904,1269.902,0.219999155,88.936,105.48,0.186021409,35.55,38.7,0.088607595,11382268,14993528,0.317270688
Serbia,Male,-0.050639454,-0.04215326,4382.617,5756.381,0.313457462,72.862,134.456,0.845351486,29.69,24.78,-0.165375547,7411569,7058322,-0.047661568
Serbia,Female,0.181965258,0.156911072,4382.617,5756.381,0.313457462,72.862,134.456,0.845351486,29.69,24.78,-0.165375547,7411569,7058322,-0.047661568
Serbia,Both,0.004950308,0.004243252,4382.617,5756.381,0.313457462,72.862,134.456,0.845351486,29.69,24.78,-0.165375547,7411569,7058322,-0.047661568
Seychelles,Male,0.067926757,0.057132143,12014.4,15068.62,0.254213277,53.912,119.676,1.219839739,21.77,20.4,-0.062930638,84600,94677,0.119113475
Seychelles,Female,0.148522479,0.116079056,12014.4,15068.62,0.254213277,53.912,119.676,1.219839739,21.77,20.4,-0.062930638,84600,94677,0.119113475
Seychelles,Both,0.087085554,0.071197925,12014.4,15068.62,0.254213277,53.912,119.676,1.219839739,21.77,20.4,-0.062930638,84600,94677,0.119113475
Sierra Leone,Male,0.25620497,0.386916222,323.389,501.416,0.550504192,71.853,148.691,1.069377757,19.31,21.34,0.105126877,5829237,7328838,0.257255109
Sierra Leone,Female,0.491261468,0.616851809,323.389,501.416,0.550504192,71.853,148.691,1.069377757,19.31,21.34,0.105126877,5829237,7328838,0.257255109
Sierra Leone,Both,0.322832673,0.451349555,323.389,501.416,0.550504192,71.853,148.691,1.069377757,19.31,21.34,0.105126877,5829237,7328838,0.257255109
Singapore,Male,0.407031986,0.120404252,33769.154,56828.295,0.682846274,88.799,112.617,0.268223741,20.8,18.8,-0.096153846,4401365,5607283,0.273987274
Singapore,Female,0.723638484,0.333178547,33769.154,56828.295,0.682846274,88.799,112.617,0.268223741,20.8,18.8,-0.096153846,4401365,5607283,0.273987274
Singapore,Both,0.510576991,0.187543265,33769.154,56828.295,0.682846274,88.799,112.617,0.268223741,20.8,18.8,-0.096153846,4401365,5607283,0.273987274
Slovakia,Male,0.155245669,-0.004195958,13159.759,16505.975,0.254276389,90.692,108.171,0.192729237,21.94,17.35,-0.209206928,5373054,5430798,0.010746961
Slovakia,Female,0.417798056,0.271127027,13159.759,16505.975,0.254276389,90.692,108.171,0.192729237,21.94,17.35,-0.209206928,5373054,5430798,0.010746961
Slovakia,Both,0.209882408,0.049659638,13159.759,16505.975,0.254276389,90.692,108.171,0.192729237,21.94,17.35,-0.209206928,5373054,5430798,0.010746961
Slovenia,Male,-0.110233741,-0.12179187,19672.965,21622.581,0.099101279,88.952,105.889,0.190406062,19.42,15.91,-0.180741504,2006868,2065042,0.028987457
Slovenia,Female,0.047918782,0.036537845,19672.965,21622.581,0.099101279,88.952,105.889,0.190406062,19.42,15.91,-0.180741504,2006868,2065042,0.028987457
Slovenia,Both,-0.070074582,-0.08172659,19672.965,21622.581,0.099101279,88.952,105.889,0.190406062,19.42,15.91,-0.180741504,2006868,2065042,0.028987457
Solomon Islands,Male,0.329242329,0.367123112,949.338,1986.416,1.092422298,73.155,125.926,0.721358759,14.18,11.83,-0.165726375,481078,619437,0.28760201
Solomon Islands,Female,0.410278524,0.441476878,949.338,1986.416,1.092422298,73.155,125.926,0.721358759,14.18,11.83,-0.165726375,481078,619437,0.28760201
Solomon Islands,Both,0.349195062,0.385937261,949.338,1986.416,1.092422298,73.155,125.926,0.721358759,14.18,11.83,-0.165726375,481078,619437,0.28760201
South Africa,Male,0.21887144,0.200040969,5602.011,5272.918,-0.058745511,76.666,138.859,0.811220098,26.32,25.14,-0.044832827,48489459,56203654,0.159090144
South Africa,Female,0.347179029,0.295315998,5602.011,5272.918,-0.058745511,76.666,138.859,0.811220098,26.32,25.14,-0.044832827,48489459,56203654,0.159090144
South Africa,Both,0.256061182,0.228074323,5602.011,5272.918,-0.058745511,76.666,138.859,0.811220098,26.32,25.14,-0.044832827,48489459,56203654,0.159090144
South Korea,Male,0.559060132,0.319556937,21743.477,29288.87,0.347018694,88.085,110.895,0.258954419,30.41,25.1,-0.174613614,48438292,51217803,0.057382515
South Korea,Female,0.805782366,0.461912039,21743.477,29288.87,0.347018694,88.085,110.895,0.258954419,30.41,25.1,-0.174613614,48438292,51217803,0.057382515
South Korea,Both,0.6288129,0.358219998,21743.477,29288.87,0.347018694,88.085,110.895,0.258954419,30.41,25.1,-0.174613614,48438292,51217803,0.057382515
South Sudan,Male,0.604337556,0.638168924,1246.677,1119.651,-0.101891669,94.131,1592.385,15.91669057,44.39,44.85,0.010362694,7907406,10832512,0.369919794
South Sudan,Female,0.580208776,0.636887636,1246.677,1119.651,-0.101891669,94.131,1592.385,15.91669057,44.39,44.85,0.010362694,7907406,10832512,0.369919794
South Sudan,Both,0.595425758,0.637708705,1246.677,1119.651,-0.101891669,94.131,1592.385,15.91669057,44.39,44.85,0.010362694,7907406,10832512,0.369919794
Spain,Male,0.028267428,-0.043379576,28365.313,26505.343,-0.065571989,92.091,106.296,0.154249601,11.57,9.7,-0.161624892,44397319,46484062,0.047001554
Spain,Female,0.385764065,0.349838088,28365.313,26505.343,-0.065571989,92.091,106.296,0.154249601,11.57,9.7,-0.161624892,44397319,46484062,0.047001554
Spain,Both,0.080052225,0.014673249,28365.313,26505.343,-0.065571989,92.091,106.296,0.154249601,11.57,9.7,-0.161624892,44397319,46484062,0.047001554
Sri Lanka,Male,0.10390189,0.098729413,1435.817,3886.292,1.706676408,64.088,136.657,1.132333666,30.96,14.03,-0.546834625,19695972,21203000,0.076514528
Sri Lanka,Female,0.427957209,0.392830713,1435.817,3886.292,1.706676408,64.088,136.657,1.132333666,30.96,14.03,-0.546834625,19695972,21203000,0.076514528
Sri Lanka,Both,0.182351712,0.169834086,1435.817,3886.292,1.706676408,64.088,136.657,1.132333666,30.96,14.03,-0.546834625,19695972,21203000,0.076514528
Sudan,Male,0.288613202,0.333953642,905.31,1299.261,0.435155913,64.311,411.914,5.405031799,50.18,54.15,0.079115185,31661823,39847440,0.258532713
Sudan,Female,0.297905205,0.337588847,905.31,1299.261,0.435155913,64.311,411.914,5.405031799,50.18,54.15,0.079115185,31661823,39847440,0.258532713
Sudan,Both,0.291932416,0.335169043,905.31,1299.261,0.435155913,64.311,411.914,5.405031799,50.18,54.15,0.079115185,31661823,39847440,0.258532713
Suriname,Male,0.33791493,0.320083103,5197.717,5539.069,0.065673449,76.727,216.372,1.820024242,29.98,25.32,-0.155436958,505295,564888,0.117937047
Suriname,Female,0.376336942,0.382652648,5197.717,5539.069,0.065673449,76.727,216.372,1.820024242,29.98,25.32,-0.155436958,505295,564888,0.117937047
Suriname,Both,0.350829154,0.34138304,5197.717,5539.069,0.065673449,76.727,216.372,1.820024242,29.98,25.32,-0.155436958,505295,564888,0.117937047
Swaziland,Male,0.016334334,0.076445777,3176.7,3447.696,0.085307394,73.14,146.042,0.996745967,18.3,17.15,-0.06284153,1036092,1113984,0.075178652
Swaziland,Female,0.000385262,-0.018996073,3176.7,3447.696,0.085307394,73.14,146.042,0.996745967,18.3,17.15,-0.06284153,1036092,1113984,0.075178652
Swaziland,Both,0.011899116,0.049308909,3176.7,3447.696,0.085307394,73.14,146.042,0.996745967,18.3,17.15,-0.06284153,1036092,1113984,0.075178652
Sweden,Male,0.03689941,0.031174614,46593.602,51965.157,0.115285249,93.967,104.614,0.113305735,7.17,6.11,-0.147838215,9080505,9923085,0.092789994
Sweden,Female,0.189617087,0.165957735,46593.602,51965.157,0.115285249,93.967,104.614,0.113305735,7.17,6.11,-0.147838215,9080505,9923085,0.092789994
Sweden,Both,0.109010922,0.093102295,46593.602,51965.157,0.115285249,93.967,104.614,0.113305735,7.17,6.11,-0.147838215,9080505,9923085,0.092789994
Switzerland,Male,0.083531271,-0.004939131,57579.502,80172.232,0.392374529,96.724,97.745,0.010555808,12.86,10.34,-0.195956454,7483934,8373338,0.118841775
Switzerland,Female,0.23568617,0.12452931,57579.502,80172.232,0.392374529,96.724,97.745,0.010555808,12.86,10.34,-0.195956454,7483934,8373338,0.118841775
Switzerland,Both,0.135652322,0.0375112,57579.502,80172.232,0.392374529,96.724,97.745,0.010555808,12.86,10.34,-0.195956454,7483934,8373338,0.118841775
Syria,Male,0.242986266,0.267880511,1748.906,1821,0.041222341,77.385,773.4,8.99418492,39.94,43.7,0.094141212,19059258,17453933,-0.084228095
Syria,Female,0.466453064,0.473089082,1748.906,1821,0.041222341,77.385,773.4,8.99418492,39.94,43.7,0.094141212,19059258,17453933,-0.084228095
Syria,Both,0.300847169,0.320133825,1748.906,1821,0.041222341,77.385,773.4,8.99418492,39.94,43.7,0.094141212,19059258,17453933,-0.084228095
Tajikistan,Male,0.229831472,0.242371125,408.839,802.518,0.962919389,64.76,148.568,1.29413218,49.34,43.38,-0.120794487,6922587,8663579,0.25149442
Tajikistan,Female,0.299340003,0.274738737,408.839,802.518,0.962919389,64.76,148.568,1.29413218,49.34,43.38,-0.120794487,6922587,8663579,0.25149442
Tajikistan,Both,0.252159067,0.252626351,408.839,802.518,0.962919389,64.76,148.568,1.29413218,49.34,43.38,-0.120794487,6922587,8663579,0.25149442
Tanzania,Male,0.572307631,0.638669467,485.497,966.475,0.990692013,71.142,166.198,1.336144612,29.57,28.44,-0.038214406,39548663,53050790,0.341405397
Tanzania,Female,0.622687867,0.701848032,485.497,966.475,0.990692013,71.142,166.198,1.336144612,29.57,28.44,-0.038214406,39548663,53050790,0.341405397
Tanzania,Both,0.58862575,0.658886092,485.497,966.475,0.990692013,71.142,166.198,1.336144612,29.57,28.44,-0.038214406,39548663,53050790,0.341405397
Thailand,Male,0.315434181,0.28126266,3369.543,5994.231,0.778944801,90.585,110.551,0.220411768,31.81,26.26,-0.174473436,65812536,68971331,0.047996859
Thailand,Female,0.303594883,0.258669937,3369.543,5994.231,0.778944801,90.585,110.551,0.220411768,31.81,26.26,-0.174473436,65812536,68971331,0.047996859
Thailand,Both,0.311362633,0.273535788,3369.543,5994.231,0.778944801,90.585,110.551,0.220411768,31.81,26.26,-0.174473436,65812536,68971331,0.047996859
The Bahamas,Male,0.384988235,0.398989735,30713.705,31588.835,0.028493143,90.275,109.241,0.210091387,21.07,17.65,-0.162316089,331033,377931,0.141671676
The Bahamas,Female,0.596900164,0.62921448,30713.705,31588.835,0.028493143,90.275,109.241,0.210091387,21.07,17.65,-0.162316089,331033,377931,0.141671676
The Bahamas,Both,0.449130185,0.470388553,30713.705,31588.835,0.028493143,90.275,109.241,0.210091387,21.07,17.65,-0.162316089,331033,377931,0.141671676
The Gambia,Male,0.278790103,0.290867735,662.362,683.998,0.032664917,82.725,140.26,0.695497129,30.28,32.62,0.077278732,1591445,2149139,0.350432469
The Gambia,Female,0.502340029,0.529881324,662.362,683.998,0.032664917,82.725,140.26,0.695497129,30.28,32.62,0.077278732,1591445,2149139,0.350432469
The Gambia,Both,0.333128869,0.3470932,662.362,683.998,0.032664917,82.725,140.26,0.695497129,30.28,32.62,0.077278732,1591445,2149139,0.350432469
Timor-Leste,Male,0.453152633,0.558741647,446.458,1358.202,2.04217194,77.341,140.857,0.82124617,23.492,20.018,-0.147880129,1016432,1219288,0.199576558
Timor-Leste,Female,0.607743662,0.681205929,446.458,1358.202,2.04217194,77.341,140.857,0.82124617,23.492,20.018,-0.147880129,1016432,1219288,0.199576558
Timor-Leste,Both,0.507164068,0.602410756,446.458,1358.202,2.04217194,77.341,140.857,0.82124617,23.492,20.018,-0.147880129,1016432,1219288,0.199576558
Tunisia,Male,0.394521688,0.378436788,3370.034,3697.931,0.097297831,86.883,128.796,0.482407375,33.56,38.45,0.145709178,10201214,11303946,0.108098115
Tunisia,Female,0.505249342,0.484716893,3370.034,3697.931,0.097297831,86.883,128.796,0.482407375,33.56,38.45,0.145709178,10201214,11303946,0.108098115
Tunisia,Both,0.404244432,0.388163386,3370.034,3697.931,0.097297831,86.883,128.796,0.482407375,33.56,38.45,0.145709178,10201214,11303946,0.108098115
Turkey,Male,0.166991862,0.159227451,8035.377,10820.634,0.346624309,72.173,157.425,1.181217353,41.2,44.48,0.07961165,68756810,79821724,0.160928263
Turkey,Female,0.37608722,0.316472568,8035.377,10820.634,0.346624309,72.173,157.425,1.181217353,41.2,44.48,0.07961165,68756810,79821724,0.160928263
Turkey,Both,0.196135593,0.181094437,8035.377,10820.634,0.346624309,72.173,157.425,1.181217353,41.2,44.48,0.07961165,68756810,79821724,0.160928263
Uganda,Male,0.293843574,0.411861213,347.99,730.625,1.099557459,71.554,155.906,1.178857925,45.95,51.94,0.130359086,28571475,39647506,0.387660455
Uganda,Female,0.223386206,0.319305273,347.99,730.625,1.099557459,71.554,155.906,1.178857925,45.95,51.94,0.130359086,28571475,39647506,0.387660455
Uganda,Both,0.263780781,0.37453651,347.99,730.625,1.099557459,71.554,155.906,1.178857925,45.95,51.94,0.130359086,28571475,39647506,0.387660455
Ukraine,Male,-0.139316923,-0.199500526,2300.77,2187.731,-0.049130943,55.837,205.612,2.682361158,23.92,20.62,-0.137959866,46787786,45004674,-0.03811063
Ukraine,Female,0.054936328,-0.068756956,2300.77,2187.731,-0.049130943,55.837,205.612,2.682361158,23.92,20.62,-0.137959866,46787786,45004674,-0.03811063
Ukraine,Both,-0.109744194,-0.179373267,2300.77,2187.731,-0.049130943,55.837,205.612,2.682361158,23.92,20.62,-0.137959866,46787786,45004674,-0.03811063
United Arab Emirates,Male,1.881297501,1.87661595,41907.406,38141.847,-0.089854261,86.953,111.117,0.277897255,38.99,40.52,0.039240831,5300174,9360980,0.766164658
United Arab Emirates,Female,1.867649785,1.856075707,41907.406,38141.847,-0.089854261,86.953,111.117,0.277897255,38.99,40.52,0.039240831,5300174,9360980,0.766164658
United Arab Emirates,Both,1.878884233,1.873247382,41907.406,38141.847,-0.089854261,86.953,111.117,0.277897255,38.99,40.52,0.039240831,5300174,9360980,0.766164658
United Kingdom,Male,0.131675308,0.064696671,44599.698,41064.133,-0.079273295,90.281,112.077,0.241423998,12.54,10.5,-0.162679426,60846820,65611593,0.078307675
United Kingdom,Female,0.187988459,0.118519925,44599.698,41064.133,-0.079273295,90.281,112.077,0.241423998,12.54,10.5,-0.162679426,60846820,65611593,0.078307675
United Kingdom,Both,0.156331884,0.087650136,44599.698,41064.133,-0.079273295,90.281,112.077,0.241423998,12.54,10.5,-0.162679426,60846820,65611593,0.078307675
United States,Male,0.193378986,0.107177751,46298.731,57927.517,0.251168569,92.45,110.067,0.190557058,9.61,7.41,-0.2289282,298379912,322941311,0.08231586
United States,Female,0.237545083,0.136539034,46298.731,57927.517,0.251168569,92.45,110.067,0.190557058,9.61,7.41,-0.2289282,298379912,322941311,0.08231586
United States,Both,0.213503428,0.120154933,46298.731,57927.517,0.251168569,92.45,110.067,0.190557058,9.61,7.41,-0.2289282,298379912,322941311,0.08231586
Uruguay,Male,0.020094912,0.008403302,5887.849,15387.144,1.613372727,75.057,164.567,1.192560321,10.92,9.2,-0.157509158,3325401,3424132,0.029689953
Uruguay,Female,0.373244695,0.345777584,5887.849,15387.144,1.613372727,75.057,164.567,1.192560321,10.92,9.2,-0.157509158,3325401,3424132,0.029689953
Uruguay,Both,0.091818807,0.077365348,5887.849,15387.144,1.613372727,75.057,164.567,1.192560321,10.92,9.2,-0.157509158,3325401,3424132,0.029689953
Vanuatu,Male,0.315503896,0.335079054,2049.619,2889.853,0.409946434,85.624,108.052,0.261935906,14.19,11.59,-0.183227625,214370,278330,0.298362644
Vanuatu,Female,0.527883509,0.557452072,2049.619,2889.853,0.409946434,85.624,108.052,0.261935906,14.19,11.59,-0.183227625,214370,278330,0.298362644
Vanuatu,Both,0.368876253,0.391401621,2049.619,2889.853,0.409946434,85.624,108.052,0.261935906,14.19,11.59,-0.183227625,214370,278330,0.298362644
Venezuela,Male,0.455284343,0.415394399,6833.378,16054.491,1.34942235,61.387,2740.274,43.63932103,22.37,16.77,-0.25033527,26850194,29846179,0.111581503
Venezuela,Female,0.604186726,0.583642889,6833.378,16054.491,1.34942235,61.387,2740.274,43.63932103,22.37,16.77,-0.25033527,26850194,29846179,0.111581503
Venezuela,Both,0.510861082,0.477569558,6833.378,16054.491,1.34942235,61.387,2740.274,43.63932103,22.37,16.77,-0.25033527,26850194,29846179,0.111581503
Vietnam,Male,0.333761189,0.311512803,784.372,2192.215,1.794866466,64.327,148.407,1.307071681,37.75,30.24,-0.198940397,84617540,93638724,0.106611277
Vietnam,Female,0.346099893,0.334356884,784.372,2192.215,1.794866466,64.327,148.407,1.307071681,37.75,30.24,-0.198940397,84617540,93638724,0.106611277
Vietnam,Both,0.338645804,0.320792371,784.372,2192.215,1.794866466,64.327,148.407,1.307071681,37.75,30.24,-0.198940397,84617540,93638724,0.106611277
Yemen,Male,0.503863788,0.523885236,921.418,1033.733,0.121893647,66.469,157.583,1.370774346,45.14,50.13,0.110544971,20687646,27168210,0.31325768
Yemen,Female,0.503867678,0.506947273,921.418,1033.733,0.121893647,66.469,157.583,1.370774346,45.14,50.13,0.110544971,20687646,27168210,0.31325768
Yemen,Both,0.503864874,0.519258589,921.418,1033.733,0.121893647,66.469,157.583,1.370774346,45.14,50.13,0.110544971,20687646,27168210,0.31325768
Zambia,Male,0.450617274,0.573860081,1047.919,1280.579,0.222020977,65.32,169.782,1.599234538,28.95,27.36,-0.05492228,12173514,16363507,0.344189278
Zambia,Female,0.465549564,0.536294571,1047.919,1280.579,0.222020977,65.32,169.782,1.599234538,28.95,27.36,-0.05492228,12173514,16363507,0.344189278
Zambia,Both,0.455221543,0.561748218,1047.919,1280.579,0.222020977,65.32,169.782,1.599234538,28.95,27.36,-0.05492228,12173514,16363507,0.344189278
Zimbabwe,Male,0.028863167,0.100493221,447.855,1464.584,2.270219156,97.055,104.561,0.077337592,23.31,21.73,-0.067782068,12155491,14030390,0.154242967
Zimbabwe,Female,-0.153948521,-0.111487713,447.855,1464.584,2.270219156,97.055,104.561,0.077337592,23.31,21.73,-0.067782068,12155491,14030390,0.154242967
Zimbabwe,Both,-0.0358657,0.023963995,447.855,1464.584,2.270219156,97.055,104.561,0.077337592,23.31,21.73,-0.067782068,12155491,14030390,0.154242967